Indicator,Group,State,Subgroup,Time Period,Time Period Start Date,Time Period End Date,Value
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,13,2020-08-19,2020-08-31,18.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,13,2020-08-19,2020-08-31,27.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,13,2020-08-19,2020-08-31,27.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,13,2020-08-19,2020-08-31,21.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,13,2020-08-19,2020-08-31,25.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,13,2020-08-19,2020-08-31,23.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,13,2020-08-19,2020-08-31,22.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,13,2020-08-19,2020-08-31,20.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,13,2020-08-19,2020-08-31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,13,2020-08-19,2020-08-31,15.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,13,2020-08-19,2020-08-31,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,13,2020-08-19,2020-08-31,10.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,13,2020-08-19,2020-08-31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,13,2020-08-19,2020-08-31,5.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,13,2020-08-19,2020-08-31,2.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,13,2020-08-19,2020-08-31,1.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender,United States,Male,13,2020-08-19,2020-08-31,6.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender,United States,Female,13,2020-08-19,2020-08-31,11.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,13,2020-08-19,2020-08-31,2.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,13,2020-08-19,2020-08-31,21.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,13,2020-08-19,2020-08-31,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",13,2020-08-19,2020-08-31,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",13,2020-08-19,2020-08-31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",13,2020-08-19,2020-08-31,4.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",13,2020-08-19,2020-08-31,14.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,13,2020-08-19,2020-08-31,7.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,13,2020-08-19,2020-08-31,7.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,13,2020-08-19,2020-08-31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,13,2020-08-19,2020-08-31,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,13,2020-08-19,2020-08-31,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,13,2020-08-19,2020-08-31,8.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,13,2020-08-19,2020-08-31,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,13,2020-08-19,2020-08-31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,13,2020-08-19,2020-08-31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,13,2020-08-19,2020-08-31,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,13,2020-08-19,2020-08-31,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,13,2020-08-19,2020-08-31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,13,2020-08-19,2020-08-31,11.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,13,2020-08-19,2020-08-31,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,13,2020-08-19,2020-08-31,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,13,2020-08-19,2020-08-31,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,13,2020-08-19,2020-08-31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,13,2020-08-19,2020-08-31,8.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,13,2020-08-19,2020-08-31,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,13,2020-08-19,2020-08-31,7.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,13,2020-08-19,2020-08-31,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,13,2020-08-19,2020-08-31,8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,13,2020-08-19,2020-08-31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,13,2020-08-19,2020-08-31,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,13,2020-08-19,2020-08-31,10.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,13,2020-08-19,2020-08-31,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,13,2020-08-19,2020-08-31,10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,13,2020-08-19,2020-08-31,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,13,2020-08-19,2020-08-31,8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,13,2020-08-19,2020-08-31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,13,2020-08-19,2020-08-31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,13,2020-08-19,2020-08-31,7.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,13,2020-08-19,2020-08-31,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,13,2020-08-19,2020-08-31,7.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,13,2020-08-19,2020-08-31,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,13,2020-08-19,2020-08-31,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,13,2020-08-19,2020-08-31,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,13,2020-08-19,2020-08-31,9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,13,2020-08-19,2020-08-31,5.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,13,2020-08-19,2020-08-31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,13,2020-08-19,2020-08-31,9.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,13,2020-08-19,2020-08-31,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,13,2020-08-19,2020-08-31,7.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,13,2020-08-19,2020-08-31,7.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,13,2020-08-19,2020-08-31,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,13,2020-08-19,2020-08-31,6.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,13,2020-08-19,2020-08-31,8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,13,2020-08-19,2020-08-31,7.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,13,2020-08-19,2020-08-31,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,13,2020-08-19,2020-08-31,10.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,13,2020-08-19,2020-08-31,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,13,2020-08-19,2020-08-31,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,13,2020-08-19,2020-08-31,6.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,13,2020-08-19,2020-08-31,7.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,13,2020-08-19,2020-08-31,7.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,14,2020-09-02,2020-09-14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,14,2020-09-02,2020-09-14,18.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,14,2020-09-02,2020-09-14,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,14,2020-09-02,2020-09-14,19.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,14,2020-09-02,2020-09-14,21.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,14,2020-09-02,2020-09-14,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,14,2020-09-02,2020-09-14,18.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,14,2020-09-02,2020-09-14,11.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Male,14,2020-09-02,2020-09-14,14.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Female,14,2020-09-02,2020-09-14,24.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,14,2020-09-02,2020-09-14,12.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,14,2020-09-02,2020-09-14,33.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,14,2020-09-02,2020-09-14,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",14,2020-09-02,2020-09-14,22.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",14,2020-09-02,2020-09-14,14.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",14,2020-09-02,2020-09-14,8.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",14,2020-09-02,2020-09-14,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,14,2020-09-02,2020-09-14,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,14,2020-09-02,2020-09-14,18.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,14,2020-09-02,2020-09-14,21.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,14,2020-09-02,2020-09-14,19.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,14,2020-09-02,2020-09-14,21.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,14,2020-09-02,2020-09-14,15.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,14,2020-09-02,2020-09-14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,14,2020-09-02,2020-09-14,25.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,14,2020-09-02,2020-09-14,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,14,2020-09-02,2020-09-14,17.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,14,2020-09-02,2020-09-14,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,14,2020-09-02,2020-09-14,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,14,2020-09-02,2020-09-14,19.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,14,2020-09-02,2020-09-14,17.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,14,2020-09-02,2020-09-14,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,14,2020-09-02,2020-09-14,11.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,14,2020-09-02,2020-09-14,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,14,2020-09-02,2020-09-14,19.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,14,2020-09-02,2020-09-14,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,14,2020-09-02,2020-09-14,22.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,14,2020-09-02,2020-09-14,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,14,2020-09-02,2020-09-14,26.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,14,2020-09-02,2020-09-14,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,14,2020-09-02,2020-09-14,30.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,14,2020-09-02,2020-09-14,16.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,14,2020-09-02,2020-09-14,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,14,2020-09-02,2020-09-14,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,14,2020-09-02,2020-09-14,22.9
